Geography,Total Under 5 years,Total 5 to 9 years,Total 10 to 14 years,Total 15 to 29 years,Total 20 to 24 years,Total 25 to 29 years,Total 30 to 34 years,Total 35 to 39 years,Total 40 to 44 years,Total 45 to 49 years,Total 50 to 54 years,Total 55 to 59 years,Total 60 to 64 years,Total 65 to 69 years,Total 70 to 74 years,Total 75 to 79 years,Total 80 to 84 years,Total 85 years and over,Year,RegionName,State
0500000US08077,6.3,6.3,6.3,7.1,6.9,6.7,6.3,5.4,6.1,5.9,7.5,7.0,6.7,4.9,3.5,2.7,1.9,2.5,2012,Mesa County,Colorado
0500000US08101,6.4,6.1,7.3,6.9,6.8,6.2,6.2,5.6,5.9,6.3,7.1,7.2,6.2,5.1,3.5,3.1,2.1,2.2,2012,Pueblo County,Colorado
0500000US08123,7.7,8.3,7.1,7.3,7.6,6.9,7.1,6.9,6.5,6.4,6.7,6.1,5.0,3.5,2.8,2.0,1.2,1.1,2012,Weld County,Colorado
0500000US09001,5.9,6.9,6.9,7.2,5.4,5.8,6.0,6.2,7.4,8.1,8.0,6.9,5.4,4.3,3.0,2.4,2.0,2.2,2012,Fairfield County,Connecticut
0500000US09003,5.5,6.1,6.5,6.8,6.3,6.5,6.2,6.0,6.7,7.6,7.8,7.0,6.0,4.6,3.1,2.4,2.4,2.5,2012,Hartford County,Connecticut
0500000US09005,4.6,5.3,6.4,6.5,4.7,4.4,5.0,5.0,7.0,8.6,9.4,8.6,7.2,6.0,3.6,3.0,2.0,2.7,2012,Litchfield County,Connecticut
0500000US09007,4.6,4.8,6.6,7.1,5.4,5.2,5.4,5.1,7.8,8.1,8.6,7.2,7.5,5.5,3.7,2.2,2.2,3.2,2012,Middlesex County,Connecticut
0500000US09009,5.4,5.6,6.6,7.2,6.9,6.7,6.2,5.8,6.7,7.4,7.7,7.1,5.7,4.6,3.2,2.6,1.8,2.7,2012,New Haven County,Connecticut
0500000US09011,5.1,6.0,5.7,6.9,7.5,6.2,5.9,5.3,6.8,7.9,8.0,7.1,6.4,5.4,3.1,2.7,2.1,1.8,2012,New London County,Connecticut
0500000US09013,3.8,5.4,5.7,10.3,11.0,4.9,5.5,4.3,7.3,7.9,8.0,7.0,6.0,4.0,3.2,2.8,1.3,1.5,2012,Tolland County,Connecticut
0500000US09015,5.0,5.6,7.0,7.7,7.5,5.5,5.7,5.7,6.9,7.7,8.6,6.9,6.6,4.6,3.0,2.6,1.9,1.5,2012,Windham County,Connecticut
0500000US10001,6.7,7.1,6.4,7.2,7.5,6.7,5.5,5.5,7.0,7.0,7.2,6.0,5.6,4.9,3.7,2.9,1.9,1.3,2012,Kent County,Delaware
0500000US10003,6.1,6.2,6.4,7.1,7.8,6.8,6.7,6.3,6.5,7.3,7.5,6.9,5.3,4.1,3.0,2.4,1.6,1.8,2012,New Castle County,Delaware
0500000US10005,5.7,5.6,5.5,5.6,5.2,5.0,4.7,5.2,5.3,6.8,7.4,7.8,7.7,7.7,5.9,3.7,2.6,2.5,2012,Sussex County,Delaware
0500000US11001,6.2,4.8,3.8,6.3,9.4,11.9,10.1,7.0,6.5,6.0,6.0,5.5,5.2,3.5,2.8,2.1,1.4,1.5,2012,District of Columbia,District of Columbia
0500000US12001,5.4,4.8,4.6,9.0,17.3,8.0,6.5,4.9,5.4,5.3,5.9,6.1,5.6,3.2,3.0,2.2,1.4,1.4,2012,Alachua County,Florida
0500000US12005,6.0,5.7,6.7,5.6,6.8,6.7,6.6,6.1,6.7,7.1,7.5,7.8,5.2,4.5,4.3,3.3,2.0,1.3,2012,Bay County,Florida
0500000US12009,4.7,5.0,5.7,6.0,5.7,5.2,5.1,5.2,5.4,7.4,8.5,8.2,6.3,5.8,5.7,4.1,3.2,2.9,2012,Brevard County,Florida
0500000US12011,5.7,5.7,6.3,6.2,6.3,6.6,6.6,6.4,7.4,7.8,7.8,6.6,5.8,4.5,3.2,2.4,2.2,2.3,2012,Broward County,Florida
0500000US12015,3.2,3.7,4.1,4.1,4.0,3.5,3.4,3.4,5.7,5.8,6.6,6.7,9.7,10.4,8.6,7.5,4.3,5.3,2012,Charlotte County,Florida
0500000US12017,3.4,4.7,3.8,5.7,4.3,3.6,3.1,4.2,4.0,5.9,7.4,8.6,8.1,9.4,8.7,5.4,5.1,4.7,2012,Citrus County,Florida
0500000US12019,5.7,6.0,8.4,7.3,6.4,5.4,5.8,5.3,9.3,8.1,6.8,5.7,7.0,5.1,2.9,1.7,1.6,1.6,2012,Clay County,Florida
0500000US12021,5.1,6.1,4.6,5.4,5.0,5.0,5.1,5.0,5.2,6.2,6.2,5.4,7.6,8.3,6.8,5.3,3.8,4.0,2012,Collier County,Florida
0500000US12023,5.8,5.3,7.8,6.4,7.8,6.4,5.3,5.6,6.2,6.7,6.9,8.0,6.0,5.5,3.7,2.9,2.2,1.6,2012,Columbia County,Florida
0500000US12031,6.8,7.0,5.6,6.3,7.7,8.0,7.3,6.5,6.5,6.9,7.3,6.5,5.7,4.2,2.6,1.8,1.6,1.7,2012,Duval County,Florida
0500000US12033,6.1,5.5,6.0,7.6,8.6,7.4,5.8,5.4,5.8,6.5,7.4,7.1,5.6,5.1,3.6,3.0,1.6,1.9,2012,Escambia County,Florida
0500000US12035,4.0,6.1,5.3,6.1,4.6,3.7,4.7,5.4,5.0,5.5,7.5,7.1,8.9,7.3,8.3,4.8,2.8,3.0,2012,Flagler County,Florida
0500000US12053,4.6,6.2,4.7,6.1,4.6,4.6,4.4,5.5,5.1,6.2,6.9,7.2,6.9,6.9,7.3,5.2,3.7,3.9,2012,Hernando County,Florida
0500000US12055,4.9,5.9,4.6,4.5,6.3,3.1,4.4,2.9,5.1,5.0,6.4,6.9,6.7,8.7,8.5,7.6,4.7,3.6,2012,Highlands County,Florida
0500000US12057,6.4,6.3,6.7,6.7,7.5,7.4,7.0,6.6,7.1,7.2,7.0,6.4,5.2,4.1,2.8,2.3,1.6,1.6,2012,Hillsborough County,Florida
0500000US12061,5.0,5.0,5.3,5.3,4.9,4.1,4.8,4.1,5.3,6.1,7.2,7.9,6.5,7.3,7.0,5.7,4.2,4.4,2012,Indian River County,Florida
0500000US12069,5.2,6.0,5.4,5.9,5.2,4.5,4.7,5.8,5.9,6.6,6.2,6.5,6.8,7.8,6.2,5.1,2.8,3.4,2012,Lake County,Florida
0500000US12071,5.1,5.4,5.3,5.4,5.5,5.3,5.2,5.3,5.7,6.2,6.6,6.4,7.6,7.7,6.5,4.2,3.5,3.1,2012,Lee County,Florida
0500000US12073,5.2,5.1,5.0,9.6,17.1,7.6,6.4,5.3,5.5,5.6,6.1,5.9,5.0,3.6,2.5,1.4,1.5,1.3,2012,Leon County,Florida
0500000US12081,5.4,5.4,5.9,5.3,5.6,4.6,5.1,5.2,5.9,6.2,7.0,7.2,6.8,7.6,5.4,4.7,3.3,3.4,2012,Manatee County,Florida
0500000US12083,5.0,5.5,5.0,5.7,5.7,4.3,5.0,5.1,5.2,6.5,6.2,6.3,7.8,7.4,7.5,5.9,3.4,2.5,2012,Marion County,Florida
0500000US12085,4.1,5.4,5.0,4.7,5.2,4.2,4.5,5.0,4.6,6.6,7.6,7.9,7.0,7.6,6.5,5.3,4.4,4.6,2012,Martin County,Florida
0500000US12086,5.9,5.9,5.6,6.2,7.3,7.2,6.7,7.2,7.3,7.9,7.0,6.0,5.4,4.1,3.6,2.6,2.2,2.1,2012,Miami-Dade County,Florida
0500000US12087,4.3,3.0,4.3,5.8,5.8,5.3,5.3,6.5,6.7,8.1,8.4,9.8,8.1,6.0,5.3,4.0,1.6,1.9,2012,Monroe County,Florida
0500000US12089,5.1,6.1,5.7,6.6,5.3,4.9,5.0,6.0,6.8,8.0,7.5,8.7,6.1,6.7,5.2,2.2,2.4,1.5,2012,Nassau County,Florida
0500000US12091,6.7,5.9,5.8,6.1,8.1,8.0,7.5,6.0,6.0,6.7,7.2,6.2,5.7,4.5,3.5,3.1,1.7,1.4,2012,Okaloosa County,Florida
0500000US12095,6.3,6.6,6.3,7.0,9.3,8.4,7.5,6.9,7.2,7.1,6.8,5.8,4.7,3.4,2.3,1.7,1.4,1.2,2012,Orange County,Florida
0500000US12097,6.3,7.3,7.4,7.5,7.6,6.3,6.9,5.9,8.1,7.6,6.4,5.6,5.2,4.9,2.3,2.0,1.5,1.0,2012,Osceola County,Florida
0500000US12099,5.2,5.5,5.7,6.0,5.9,5.8,5.5,5.7,6.2,6.9,7.1,6.2,6.1,5.6,4.8,4.0,3.5,4.1,2012,Palm Beach County,Florida
0500000US12101,5.2,5.8,6.0,5.8,5.2,5.0,5.4,5.5,7.1,7.0,7.1,6.4,6.8,6.6,5.1,3.9,3.4,2.8,2012,Pasco County,Florida
0500000US12103,4.6,4.7,4.9,5.1,5.4,5.6,5.6,5.2,6.3,7.3,8.1,7.9,7.2,6.4,4.8,3.9,3.1,3.8,2012,Pinellas County,Florida
0500000US12105,6.1,6.7,6.4,6.4,6.5,6.0,5.9,5.7,6.2,6.4,6.5,5.9,6.4,6.0,4.6,3.5,2.5,2.2,2012,Polk County,Florida
0500000US12107,6.2,6.9,5.6,5.9,4.9,5.3,5.8,4.6,5.7,6.5,7.6,7.9,6.3,6.3,5.8,3.5,3.0,2.4,2012,Putnam County,Florida
0500000US12109,4.9,5.7,7.7,6.4,5.3,4.9,5.3,5.7,7.5,7.5,7.8,7.4,7.1,5.8,4.1,2.6,2.0,2.3,2012,St. Johns County,Florida
0500000US12111,5.8,5.5,6.5,5.6,5.8,5.4,5.3,5.8,6.4,6.2,7.2,6.5,6.3,7.3,4.4,4.4,3.3,2.2,2012,St. Lucie County,Florida
0500000US12113,5.9,5.9,7.0,6.5,6.5,6.6,5.8,5.7,7.0,8.6,8.1,7.3,5.6,4.7,3.6,2.4,1.5,1.2,2012,Santa Rosa County,Florida
0500000US12115,3.8,4.1,4.5,4.5,4.5,4.1,4.2,4.4,5.2,6.2,6.8,7.9,7.3,9.0,7.5,6.1,4.4,5.5,2012,Sarasota County,Florida
0500000US12117,5.2,5.8,6.7,6.7,7.5,6.7,6.7,6.2,7.3,7.6,7.7,7.0,5.7,4.5,3.0,2.0,1.6,2.1,2012,Seminole County,Florida
0500000US12119,2.1,2.3,2.2,2.7,2.8,3.6,3.0,4.0,2.8,3.5,3.9,6.1,11.1,17.0,15.0,8.9,4.7,4.2,2012,Sumter County,Florida
0500000US12127,4.8,4.8,5.5,6.0,6.4,5.4,5.1,5.1,5.6,6.7,7.8,7.8,6.9,6.6,5.2,4.1,3.3,3.0,2012,Volusia County,Florida
0500000US13013,7.5,8.8,8.0,5.5,6.3,6.7,8.0,9.7,5.2,7.1,6.6,6.1,4.6,3.6,2.4,2.0,1.0,1.0,2012,Barrow County,Georgia
0500000US13015,6.6,7.6,8.0,5.8,5.8,6.3,7.5,7.2,8.5,6.8,6.2,6.5,5.3,4.6,2.7,2.3,1.7,0.6,2012,Bartow County,Georgia
0500000US13021,7.4,8.2,5.8,7.4,7.3,7.0,6.6,5.1,6.8,6.2,7.0,7.2,5.0,4.5,2.6,2.1,2.1,1.7,2012,Bibb County,Georgia
0500000US13031,5.2,5.8,5.5,13.3,18.2,7.0,5.1,4.8,6.4,4.6,5.3,4.9,4.2,2.9,2.6,2.0,1.3,0.9,2012,Bulloch County,Georgia
0500000US13045,7.5,7.5,6.4,6.5,10.5,6.2,7.0,4.6,7.8,7.4,5.8,6.0,4.5,4.8,3.2,2.5,0.8,1.2,2012,Carroll County,Georgia
0500000US13047,5.2,5.1,9.3,7.3,6.2,5.5,6.2,7.2,6.8,7.1,7.0,6.3,5.9,5.0,3.7,2.3,2.4,1.5,2012,Catoosa County,Georgia
0500000US13051,7.0,6.0,5.9,7.0,9.5,8.9,7.3,4.8,6.9,6.1,6.4,6.2,5.3,4.0,3.1,2.3,1.6,1.6,2012,Chatham County,Georgia
0500000US13057,6.6,8.6,7.3,6.8,5.4,5.5,7.0,7.5,7.7,7.7,8.0,6.1,5.4,4.7,2.3,1.3,1.3,1.0,2012,Cherokee County,Georgia
0500000US13059,5.9,5.1,4.5,11.4,21.2,9.1,6.7,5.1,5.5,4.2,4.4,3.7,3.9,3.4,1.9,1.5,1.2,1.1,2012,Clarke County,Georgia
0500000US13063,8.1,8.0,8.0,7.9,7.3,7.6,7.2,7.3,7.7,6.9,6.4,5.0,5.1,2.6,2.2,1.2,0.7,0.6,2012,Clayton County,Georgia
0500000US13067,6.7,7.0,7.2,6.9,6.6,6.9,7.3,7.9,7.6,7.6,7.3,5.9,5.5,3.7,2.1,1.6,1.1,1.1,2012,Cobb County,Georgia
0500000US13073,6.9,8.1,6.8,6.5,5.5,6.3,8.3,5.7,8.3,6.8,7.3,6.0,6.4,3.9,2.8,1.6,1.7,1.0,2012,Columbia County,Georgia
0500000US13077,6.8,7.3,7.4,6.8,5.1,6.6,7.2,5.5,9.3,7.9,7.2,6.3,5.4,4.3,2.8,2.0,1.2,1.0,2012,Coweta County,Georgia
0500000US13089,7.4,6.8,6.1,6.2,7.1,8.4,8.5,7.8,7.3,7.0,6.7,6.2,4.9,3.5,2.1,1.5,1.3,1.1,2012,DeKalb County,Georgia
0500000US13095,7.6,7.5,6.8,7.7,8.8,6.7,6.4,5.6,5.8,6.0,6.5,6.2,5.9,4.1,2.7,2.2,1.6,2.0,2012,Dougherty County,Georgia
0500000US13097,7.0,8.1,8.1,6.6,6.1,4.9,6.6,8.3,8.6,8.5,6.9,5.3,5.1,4.0,2.1,1.6,1.6,0.4,2012,Douglas County,Georgia
0500000US13113,4.2,6.1,8.4,8.2,5.1,4.4,4.3,5.6,7.5,8.0,8.5,8.2,6.8,5.9,3.1,1.7,2.2,1.9,2012,Fayette County,Georgia
0500000US13115,6.5,5.6,8.2,6.9,7.4,5.7,6.8,5.0,7.7,6.3,6.6,7.4,5.5,3.7,4.3,3.0,1.9,1.5,2012,Floyd County,Georgia
0500000US13117,6.8,10.1,7.9,7.1,4.0,3.9,6.0,8.2,9.3,9.3,7.1,5.4,4.4,3.9,2.7,1.4,1.4,1.2,2012,Forsyth County,Georgia
0500000US13121,6.6,5.9,7.0,6.9,7.8,8.5,8.2,7.5,7.6,7.1,6.7,5.6,4.9,3.1,2.5,1.4,1.2,1.3,2012,Fulton County,Georgia
0500000US13127,6.5,6.2,7.0,7.0,5.8,5.8,5.5,5.6,6.9,6.8,7.2,6.1,7.4,6.0,3.6,2.5,2.1,2.0,2012,Glynn County,Georgia
0500000US13135,7.3,7.9,8.2,7.4,6.2,6.6,7.3,7.9,8.0,7.9,7.2,5.8,4.4,2.9,2.0,1.4,0.8,0.7,2012,Gwinnett County,Georgia
0500000US13139,7.4,8.4,7.2,7.2,7.0,6.5,6.2,7.0,6.9,6.7,6.4,5.8,5.1,4.3,3.0,2.1,1.7,1.2,2012,Hall County,Georgia
0500000US13151,6.3,7.4,8.9,8.3,6.7,5.4,5.8,7.0,8.9,8.4,7.1,6.4,4.1,3.4,2.7,1.5,0.9,0.8,2012,Henry County,Georgia
0500000US13153,6.7,6.8,8.4,6.8,6.9,8.3,7.0,6.0,7.9,6.6,7.1,5.8,4.6,3.1,2.7,2.4,2.0,0.7,2012,Houston County,Georgia
0500000US13179,10.6,8.2,7.6,6.9,11.5,11.0,7.3,5.5,5.7,5.9,5.2,5.7,2.5,2.8,1.4,1.1,0.7,0.4,2012,Liberty County,Georgia
0500000US13185,7.0,6.9,6.1,8.7,14.9,7.8,5.8,5.3,6.1,5.7,6.3,5.3,4.3,4.1,1.9,1.9,0.8,1.3,2012,Lowndes County,Georgia
0500000US13215,7.5,6.5,6.9,8.3,8.1,8.1,7.3,5.6,6.3,6.4,6.6,6.5,4.5,3.1,3.0,1.8,1.9,1.6,2012,Muscogee County,Georgia
0500000US13217,6.7,7.9,8.1,9.5,5.5,5.0,5.9,7.6,7.8,7.7,6.5,7.5,3.2,4.7,2.3,1.6,1.2,1.4,2012,Newton County,Georgia
0500000US13223,7.3,8.6,8.6,7.9,5.6,5.7,6.8,7.5,9.7,8.3,6.1,4.6,4.5,3.3,2.3,2.2,0.7,0.4,2012,Paulding County,Georgia
0500000US13245,7.5,6.5,6.6,7.0,9.0,8.7,7.0,5.7,5.7,6.0,6.9,6.3,5.2,4.3,2.7,2.2,1.5,1.3,2012,Richmond County,Georgia
0500000US13247,6.2,7.2,7.7,7.9,8.5,3.5,5.7,5.3,8.5,7.8,7.3,7.3,5.4,4.2,3.2,1.9,1.5,0.9,2012,Rockdale County,Georgia
0500000US13285,7.2,8.1,6.5,6.4,8.2,5.9,6.2,4.5,7.6,7.1,7.0,7.6,4.9,4.6,2.7,1.8,1.8,2.0,2012,Troup County,Georgia
0500000US13295,5.7,7.2,5.8,6.3,5.7,5.1,6.0,7.9,5.8,7.7,7.0,8.7,5.3,5.5,3.7,2.5,1.9,2.3,2012,Walker County,Georgia
0500000US13297,5.7,8.3,7.6,6.3,5.1,6.2,6.9,5.6,9.4,7.2,6.4,5.8,5.7,4.2,3.8,2.0,1.6,2.1,2012,Walton County,Georgia
0500000US13313,7.7,6.8,9.0,7.3,7.4,6.3,6.6,6.4,6.6,6.5,7.0,5.6,4.6,3.5,3.3,2.0,1.7,1.7,2012,Whitfield County,Georgia
0500000US15001,6.3,6.4,5.9,6.2,6.1,6.1,6.1,6.2,5.3,5.9,7.3,8.5,7.8,5.5,3.8,1.9,2.1,2.8,2012,Hawaii County,Hawaii
0500000US15003,6.4,5.8,6.0,5.9,8.1,8.0,7.0,6.3,6.4,6.5,6.6,6.1,5.9,4.7,3.0,2.6,2.1,2.6,2012,Honolulu County,Hawaii
0500000US15007,6.4,5.3,6.3,6.1,5.0,5.3,7.3,5.9,6.5,6.5,7.7,7.8,8.2,5.2,3.5,1.5,2.1,3.4,2012,Kauai County,Hawaii
0500000US15009,6.3,7.0,5.4,5.7,5.6,6.5,6.9,6.4,6.8,7.0,8.0,7.0,7.3,4.7,3.5,2.1,1.2,2.5,2012,Maui County,Hawaii
0500000US16001,6.4,7.5,7.6,6.5,6.6,7.3,7.3,7.1,7.1,6.8,6.7,5.9,5.9,4.2,2.4,1.7,1.2,1.8,2012,Ada County,Idaho
0500000US16005,7.6,6.4,8.5,7.6,9.4,8.4,7.0,3.9,6.2,6.2,5.8,6.5,4.8,4.4,2.4,2.0,1.8,1.2,2012,Bannock County,Idaho
0500000US16019,9.2,8.8,8.7,7.1,5.8,7.1,7.6,7.2,5.0,5.6,6.1,4.7,5.9,3.6,2.5,2.1,1.2,1.8,2012,Bonneville County,Idaho
0500000US16027,8.3,8.5,9.2,7.7,5.9,7.1,6.8,7.0,6.0,5.8,5.7,4.9,5.5,4.2,2.8,1.8,1.4,1.4,2012,Canyon County,Idaho
0500000US16055,6.3,6.1,7.1,6.8,6.7,5.8,6.2,5.4,7.1,6.5,6.9,7.0,6.8,5.2,3.9,3.0,1.5,1.8,2012,Kootenai County,Idaho
0500000US16083,7.4,8.4,7.0,7.3,6.8,6.5,6.0,6.3,5.7,5.9,6.7,6.1,5.4,4.9,3.1,3.0,1.4,1.9,2012,Twin Falls County,Idaho
0500000US17001,5.6,7.7,5.8,6.3,6.2,5.8,5.8,5.9,5.7,6.9,7.3,6.9,6.1,5.3,3.4,4.1,2.4,2.8,2012,Adams County,Illinois
0500000US17019,5.6,5.8,4.8,10.5,16.7,7.8,6.9,4.2,6.0,5.5,5.6,5.4,4.7,3.2,2.5,1.9,1.7,1.3,2012,Champaign County,Illinois
0500000US17031,6.6,6.3,6.4,6.6,7.1,8.3,7.9,6.8,6.7,6.6,6.9,6.2,5.3,3.9,2.8,2.1,1.7,1.9,2012,Cook County,Illinois
0500000US17037,5.8,5.9,7.0,9.0,15.1,7.4,6.7,4.5,6.3,5.6,6.3,5.7,4.2,3.6,1.9,1.9,1.4,1.5,2012,DeKalb County,Illinois
0500000US17043,5.9,6.6,7.0,7.1,5.8,6.5,6.4,6.1,7.3,7.6,8.1,7.1,6.0,4.2,2.9,1.9,1.6,1.8,2012,DuPage County,Illinois
0500000US17089,7.3,8.2,8.0,7.4,6.0,5.9,6.6,7.4,7.1,7.3,7.0,5.6,5.4,3.9,2.2,2.1,1.3,1.1,2012,Kane County,Illinois
0500000US17091,6.3,6.8,7.2,7.2,7.3,6.3,6.3,6.4,6.5,6.5,7.0,6.5,5.7,4.6,3.0,2.0,1.9,2.3,2012,Kankakee County,Illinois
0500000US17093,7.7,8.4,8.9,7.7,4.5,7.1,7.3,7.8,9.6,7.5,6.3,4.3,4.9,3.4,1.7,1.4,0.8,0.8,2012,Kendall County,Illinois
0500000US17097,6.3,7.1,8.1,8.1,6.2,5.5,5.8,6.4,7.2,7.9,8.1,6.6,5.6,3.7,2.8,1.6,1.6,1.6,2012,Lake County,Illinois
0500000US17099,5.5,6.9,6.2,6.1,5.7,5.7,6.8,5.9,5.8,6.8,8.3,7.5,5.9,4.8,3.7,3.6,2.0,2.8,2012,LaSalle County,Illinois
0500000US17111,5.8,7.1,8.1,7.9,5.5,5.1,5.7,6.4,7.7,8.6,8.6,6.9,5.2,4.2,2.8,2.0,1.3,1.0,2012,McHenry County,Illinois
0500000US17113,6.0,6.6,6.0,8.3,13.2,6.8,6.6,6.2,6.1,6.3,6.4,5.4,5.4,3.7,2.2,1.8,1.6,1.5,2012,McLean County,Illinois
0500000US17115,6.3,5.7,6.7,6.4,6.3,6.2,5.6,6.1,5.9,6.0,7.5,8.1,6.3,5.8,3.3,2.4,2.3,3.1,2012,Macon County,Illinois
0500000US17119,5.9,6.5,6.3,6.1,7.5,6.5,6.2,6.4,6.2,7.1,7.6,7.6,5.1,4.7,3.6,2.2,2.3,2.3,2012,Madison County,Illinois
0500000US17143,6.7,6.9,6.4,6.7,7.6,6.7,6.7,6.0,6.1,6.1,7.0,7.3,5.5,4.3,3.4,2.5,1.8,2.3,2012,Peoria County,Illinois
0500000US17161,6.3,6.2,6.3,6.3,6.7,6.1,6.0,5.9,6.3,6.1,7.2,7.1,6.6,4.9,4.0,2.7,2.3,3.1,2012,Rock Island County,Illinois
0500000US17163,6.8,7.1,6.6,6.7,6.7,6.6,6.4,6.5,6.3,7.2,7.6,6.8,5.5,3.8,3.2,2.2,2.2,1.8,2012,St. Clair County,Illinois
0500000US17167,6.0,6.3,6.9,6.1,6.3,6.7,6.3,5.5,7.4,6.8,7.6,7.7,6.2,4.5,3.1,2.2,2.1,2.3,2012,Sangamon County,Illinois
0500000US17179,6.0,6.7,6.5,5.9,5.5,6.1,6.8,6.6,6.0,6.9,7.5,7.7,5.7,4.7,3.7,3.1,2.5,2.2,2012,Tazewell County,Illinois
0500000US17183,6.6,5.8,7.7,6.6,5.5,6.3,5.9,6.1,5.5,6.6,7.2,7.5,6.2,4.8,3.8,3.2,1.8,2.7,2012,Vermilion County,Illinois
0500000US17197,6.6,7.7,8.5,7.8,5.9,5.4,6.4,7.0,8.2,8.0,7.4,6.0,4.8,3.6,2.5,1.6,1.2,1.3,2012,Will County,Illinois
0500000US17199,5.8,6.5,5.7,5.7,6.3,6.3,6.1,6.2,6.7,6.5,7.5,7.0,6.1,4.8,5.1,3.4,2.1,2.1,2012,Williamson County,Illinois
0500000US17201,6.5,7.0,6.7,6.5,6.2,6.3,6.2,6.5,6.3,6.8,7.5,7.0,5.8,4.7,3.3,2.8,2.0,1.9,2012,Winnebago County,Illinois
0500000US18003,7.3,7.4,7.6,7.0,6.8,6.7,6.7,5.6,7.2,6.5,6.8,6.3,5.7,3.9,2.9,2.1,2.0,1.7,2012,Allen County,Indiana
0500000US18005,6.6,7.4,6.2,6.7,6.0,6.0,6.5,7.7,6.6,6.6,6.9,5.2,7.0,5.4,3.0,2.6,1.9,1.7,2012,Bartholomew County,Indiana
0500000US18019,6.3,6.6,7.1,5.9,6.2,6.5,6.8,6.7,7.0,7.1,7.3,6.3,6.5,4.1,3.9,2.0,1.7,1.9,2012,Clark County,Indiana
0500000US18035,5.4,5.0,5.4,11.1,12.8,5.4,5.2,5.3,5.3,5.7,6.4,6.0,5.6,4.4,4.1,3.2,1.9,1.8,2012,Delaware County,Indiana
0500000US18039,7.7,8.1,7.8,7.0,6.8,5.8,6.4,6.2,6.8,6.7,6.7,5.9,5.6,3.7,3.0,1.7,2.0,2.3,2012,Elkhart County,Indiana
0500000US18043,5.9,7.3,6.1,6.3,7.1,5.9,6.2,5.2,7.4,7.3,8.1,7.5,6.1,3.7,4.1,2.3,1.8,1.8,2012,Floyd County,Indiana
0500000US18053,5.6,5.2,6.3,7.5,10.4,4.5,5.2,4.9,6.2,6.7,7.5,6.1,6.8,4.5,4.7,2.8,2.2,2.8,2012,Grant County,Indiana
0500000US18057,7.2,8.6,8.5,6.9,3.7,6.3,7.0,7.2,8.7,8.1,7.8,5.6,5.2,3.2,2.2,1.6,1.2,1.0,2012,Hamilton County,Indiana
0500000US18059,6.2,8.5,6.0,7.2,4.8,5.4,6.0,7.8,6.2,8.0,7.7,6.7,5.8,5.5,2.7,2.6,1.6,1.3,2012,Hancock County,Indiana
0500000US18063,6.1,6.7,8.3,7.8,5.6,5.6,6.7,6.9,7.6,7.8,7.5,6.9,4.9,3.5,3.2,2.3,1.5,1.2,2012,Hendricks County,Indiana
0500000US18067,6.0,6.3,6.5,6.8,6.0,6.1,5.7,5.1,6.3,6.9,7.5,6.6,7.0,6.0,3.7,2.6,2.5,2.4,2012,Howard County,Indiana
0500000US18081,7.1,6.7,7.6,6.8,6.2,6.5,6.2,6.4,7.1,7.3,7.3,6.0,5.9,4.0,3.5,1.9,1.8,1.8,2012,Johnson County,Indiana
0500000US18085,6.6,6.8,6.7,7.9,6.4,6.5,6.3,4.9,7.0,7.1,7.3,6.8,5.8,4.6,3.4,2.3,1.8,1.8,2012,Kosciusko County,Indiana
0500000US18089,6.5,7.0,7.1,7.0,6.3,6.0,6.5,6.4,6.0,6.7,7.7,6.9,6.0,4.1,3.4,2.5,1.9,2.0,2012,Lake County,Indiana
0500000US18091,6.0,6.3,6.4,5.7,6.6,6.1,6.8,6.2,6.5,6.9,7.6,7.5,6.2,5.6,2.9,2.7,2.2,1.8,2012,LaPorte County,Indiana
0500000US18095,5.9,6.6,6.4,6.4,6.6,6.0,6.3,6.3,6.3,6.9,7.3,7.2,5.7,4.8,4.2,3.1,2.0,2.2,2012,Madison County,Indiana
0500000US18097,7.7,6.8,6.9,6.3,7.6,8.5,7.8,6.3,6.6,6.5,7.0,6.2,5.0,3.3,2.6,2.1,1.6,1.4,2012,Marion County,Indiana
0500000US18105,5.0,4.7,4.1,10.8,20.4,7.7,6.0,5.3,5.0,4.9,5.5,5.2,4.6,3.7,2.2,2.2,1.3,1.2,2012,Monroe County,Indiana
0500000US18109,5.6,7.1,7.7,6.6,5.3,5.1,5.5,5.8,7.0,7.6,8.6,7.3,6.6,4.8,3.8,2.8,1.7,1.0,2012,Morgan County,Indiana
0500000US18127,5.6,6.2,7.3,7.1,6.5,6.2,6.2,6.4,6.9,6.8,7.8,7.0,6.6,4.9,2.9,2.1,1.9,1.6,2012,Porter County,Indiana
0500000US18141,6.4,6.5,7.2,7.5,8.0,6.3,6.3,5.8,6.3,6.3,6.9,6.8,5.8,3.8,3.2,2.6,2.3,1.9,2012,St. Joseph County,Indiana
0500000US18157,5.9,6.1,5.3,9.4,18.5,7.6,6.8,4.5,6.0,5.4,5.4,4.6,4.8,2.9,2.4,1.4,1.4,1.6,2012,Tippecanoe County,Indiana
0500000US18163,6.2,6.1,5.8,6.3,8.7,7.0,6.8,5.9,4.9,6.8,7.6,7.2,5.8,4.4,3.2,2.6,1.8,2.9,2012,Vanderburgh County,Indiana
0500000US18167,5.8,6.0,5.6,8.3,10.3,6.4,6.3,5.8,7.0,5.9,6.4,7.4,4.8,4.0,3.6,1.8,2.4,2.3,2012,Vigo County,Indiana
